pid,id
ldpd:146971,3408021501
ldpd:146619,3421062002
ldpd:146691,3434060201
ldpd:146979,3421062601
ldpd:146977,3430040501
ldpd:146411,3414010901
ldpd:146413,3410030601
ldpd:146855,3426031101
ldpd:146615,3556050202
ldpd:146717,3317010101
ldpd:146415,3302020110
ldpd:146983,3502050103
ldpd:146985,3523050204
ldpd:146987,3523050501
ldpd:146963,3421062101
ldpd:146405,3421065901
ldpd:146409,3555040101
ldpd:146951,3311091701
ldpd:146955,3528060401
ldpd:146953,3309030301
ldpd:146959,3514010505
ldpd:146957,3747080201
ldpd:146787,3351041101
ldpd:146961,3520010101
ldpd:146965,3351020101
ldpd:146969,3301040201
ldpd:146841,3305010119
ldpd:146877,3353050105
ldpd:146777,3425020801
ldpd:146641,3504030111
ldpd:146571,3333020101
ldpd:146765,3503020201
ldpd:146543,3517050203
ldpd:146577,3531040108
ldpd:146845,3546040401
ldpd:146773,3303020502
ldpd:146889,3431041401
ldpd:146771,3336010102
ldpd:146887,3530040501
ldpd:146781,3415010501
ldpd:146815,3433013001
ldpd:146813,3353050107
ldpd:146741,3503020101
ldpd:146873,3433012301
ldpd:146509,3418050101
ldpd:146895,3426031302
ldpd:146755,3346040401
ldpd:146875,3549071101
ldpd:146667,3314020101
ldpd:146609,3351020401
ldpd:146833,3330020201
ldpd:146659,3351041401
ldpd:146525,3436010601
ldpd:146701,3413051201
ldpd:146599,3343030204
ldpd:146811,3433013101
ldpd:146797,3339030112
ldpd:146853,3503040101
ldpd:146825,3412010103
ldpd:146627,3311090901
ldpd:146897,3325030101
ldpd:146683,3551040501
ldpd:146575,3536010118
ldpd:146821,3304030401
ldpd:146707,3523050503
ldpd:146561,3302020109
ldpd:146705,3343030202
ldpd:146693,3339030103
ldpd:146747,3530040801
ldpd:146779,3517050304
ldpd:146669,3435060106
ldpd:146879,3421063101
ldpd:146645,3311090301
ldpd:146523,3502050101
ldpd:146749,3551040201
ldpd:146551,3504070101
ldpd:146723,3516050101
ldpd:146827,3548030106
ldpd:146513,3353050106
ldpd:146697,3437010101
ldpd:146759,3507080204
ldpd:146861,3546060601
ldpd:146801,3311100102
ldpd:146587,3410040101
ldpd:146503,3317010102
ldpd:146731,3405040401
ldpd:146751,3358010701
ldpd:146689,3421063801
ldpd:146583,3353040901
ldpd:146617,3302103901
ldpd:146721,3303040301
ldpd:146537,3356010103
ldpd:146733,3311070301
ldpd:146739,3413031802
ldpd:146737,3319030104
ldpd:146867,3529020101
ldpd:146703,3414010201
ldpd:146791,3517050502
ldpd:146799,3523050101
ldpd:146643,3354040101
ldpd:146891,3517050303
ldpd:146757,3300010202
ldpd:146761,3406040101
ldpd:146763,3524030304
ldpd:146597,3430020501
ldpd:146785,3527020104
ldpd:146565,3410030901
ldpd:146559,3440010101
ldpd:146579,3339010102
ldpd:146573,3311091201
ldpd:146581,3549100101
ldpd:146529,3347010109
ldpd:146511,3537050101
ldpd:146517,3334040106
ldpd:146547,3409050601
ldpd:146549,3554050701
ldpd:146539,3410030301
ldpd:146885,3546041501
ldpd:146623,3504070201
ldpd:146605,3318010109
ldpd:146601,3746070101
ldpd:146859,3311093201
ldpd:146847,3341020101
ldpd:146817,3346050108
ldpd:146837,3311080110
ldpd:146835,3334040105
ldpd:146831,3318010126
ldpd:146899,3434010111
ldpd:146699,3404021201
ldpd:146681,3413051001
ldpd:146687,3421030401
ldpd:146671,3328030701
ldpd:146653,3319020104
ldpd:146637,3433012901
ldpd:146631,3504060601
ldpd:147295,3413051501
ldpd:147297,3549051301
ldpd:147299,3202031101
ldpd:147411,3525030201
ldpd:147511,3523050504
ldpd:147701,3434040101
ldpd:147289,3421066501
ldpd:147287,3407030801
ldpd:147443,3554100401
ldpd:147627,3344030102
ldpd:147293,3413051801
ldpd:147291,3346040701
ldpd:147395,3433010601
ldpd:147419,3551010112
ldpd:147499,3405040101
ldpd:147591,3435022901
ldpd:147495,3429050901
ldpd:147497,3554100201
ldpd:147493,3425010502
ldpd:147491,3305010112
ldpd:147431,3358010601
ldpd:147611,3426030802
ldpd:147651,3536020201
ldpd:147489,3329050702
ldpd:147353,3517050301
ldpd:147487,3409050501
ldpd:147485,3504030115
ldpd:147479,3532050401
ldpd:147321,3302070101
ldpd:147481,3343030104
ldpd:147483,3502040901
ldpd:147473,3435040501
ldpd:147405,3535010101
ldpd:147475,3511050602
ldpd:147407,3515010201
ldpd:147477,3434070103
ldpd:147409,3549070501
ldpd:147539,3346040801
ldpd:147401,3356010106
ldpd:147403,3305030201
ldpd:147273,3413031201
ldpd:147471,3301020109
ldpd:147417,3425020301
ldpd:147465,3301040401
ldpd:147415,3435021501
ldpd:147463,3413052001
ldpd:147469,3314020103
ldpd:147467,3410040105
ldpd:147413,3546060401
ldpd:147599,3517050204
ldpd:147461,3432021601
ldpd:147455,3411040105
ldpd:147457,3549051001
ldpd:147163,3537020101
ldpd:147427,3202031001
ldpd:147451,3430020801
ldpd:147429,3434030201
ldpd:147453,3435022301
ldpd:147423,3328010501
ldpd:147425,3555010101
ldpd:147459,3550030402
ldpd:147139,3554050901
ldpd:147421,3512040301
ldpd:147671,3342040105
ldpd:147447,3433013201
ldpd:147361,3546020201
ldpd:147445,3405070801
ldpd:147439,3319070123
ldpd:147437,3435021601
ldpd:147441,3328010201
ldpd:147435,3437020601
ldpd:147433,3413060102
ldpd:147195,3329050202
ldpd:147535,3307010102
ldpd:147449,3430021001
ldpd:147347,3508040601
ldpd:147317,3302103101
ldpd:147307,3439021102
ldpd:147119,3517030105
ldpd:147581,3550020107
ldpd:147073,3311090801
ldpd:147075,3407040108
ldpd:147079,3413050101
ldpd:147399,3505040501
ldpd:147077,3507070106
ldpd:147311,3302070501
ldpd:147083,3430021201
ldpd:147081,3433011201
ldpd:147639,3414010401
ldpd:147087,3318010132
ldpd:147085,3435020701
ldpd:147649,3423020201
ldpd:147089,3319060101
ldpd:147653,3551010106
ldpd:147095,3349020201
ldpd:147097,3415040103
ldpd:147367,3529020102
ldpd:147091,3434060901
ldpd:147093,3311092901
ldpd:147099,3307050501
ldpd:147389,3334020112
ldpd:147561,3551010114
ldpd:147663,3517050803
ldpd:147103,3507080301
ldpd:147679,3517050501
ldpd:147765,3409050101
ldpd:147131,3319030101
ldpd:147601,3517030103
ldpd:147183,3347010105
ldpd:147115,3310030201
ldpd:147117,3439020901
ldpd:147111,3536040101
ldpd:147113,3311080102
ldpd:147109,3311030102
ldpd:147743,3531040105
ldpd:147107,3549071801
ldpd:147105,3412010104
ldpd:147101,3318010112
ldpd:147121,3503050601
ldpd:147385,3503040201
ldpd:147165,3421061502
ldpd:147141,3516050103
ldpd:147133,3504030106
ldpd:147135,3353060102
ldpd:147137,3418050601
ldpd:147331,3440010105
ldpd:147123,3530040301
ldpd:147127,3407030201
ldpd:147125,3358020105
ldpd:147129,3413030601
ldpd:147309,3334020105
ldpd:147305,3329050701
ldpd:147161,3346050107
ldpd:147303,3318010107
ldpd:147301,3440010106
ldpd:147159,3346050102
ldpd:147155,3554050301
ldpd:147157,3549071501
ldpd:147597,3301020105
ldpd:147319,3321030301
ldpd:147269,3302020120
ldpd:147153,3435060103
ldpd:147313,3354040108
ldpd:147151,3504030109
ldpd:147315,3532030105
ldpd:147149,3554040401
ldpd:147147,3415040104
ldpd:147145,3351021501
ldpd:147143,3434040202
ldpd:147275,3512040201
ldpd:147323,3435022801
ldpd:147325,3551040401
ldpd:147327,3434010108
ldpd:147329,3410030201
ldpd:147333,3523050202
ldpd:147337,3432020801
ldpd:147335,3351021901
ldpd:147339,3355010502
ldpd:147769,3437040101
ldpd:147351,3739050201
ldpd:147345,3317010105
ldpd:147341,3358020106
ldpd:147343,3305010109
ldpd:147603,3358020108
ldpd:147349,3556050204
ldpd:147245,3318010125
ldpd:147359,3311080111
ldpd:147357,3406040501
ldpd:147355,3353050102
ldpd:147681,3342040103
ldpd:147371,3418050801
ldpd:147615,3301020107
ldpd:147373,3408020801
ldpd:147363,3302101801
ldpd:147365,3536070201
ldpd:147369,3509050202
ldpd:147383,3302010106
ldpd:147381,3305010102
ldpd:147377,3516050102
ldpd:147375,3554050101
ldpd:147191,3436010301
ldpd:147379,3319080401
ldpd:147393,3338030101
ldpd:147689,3439010101
ldpd:147391,3517050404
ldpd:147281,3556030104
ldpd:147617,3438031501
ldpd:147667,3358020109
ldpd:147387,3335010101
ldpd:147633,3306040101
ldpd:147397,3555020101
ldpd:147199,3532020401
ldpd:147507,3304030301
ldpd:147509,3421061001
ldpd:147503,3537020103
ldpd:147505,3554051301
ldpd:147501,3533030103
ldpd:147185,3511020401
ldpd:147189,3504060701
ldpd:147187,3439020201
ldpd:147271,3525010101
ldpd:147193,3511050601
ldpd:147519,3513010101
ldpd:147517,3436010401
ldpd:147197,3431040201
ldpd:147515,3509020101
ldpd:147513,3532050201
ldpd:147177,3412010101
ldpd:147179,3319030103
ldpd:147181,3429010802
ldpd:147201,3411030101
ldpd:147169,3421062801
ldpd:147167,3318010113
ldpd:147763,3414040101
ldpd:147175,3524030103
ldpd:147173,3358020113
ldpd:147171,3418040201
ldpd:147543,3537060201
ldpd:147545,3411030301
ldpd:147541,3511050504
ldpd:147577,3416010201
ldpd:147579,3311094101
ldpd:147547,3426030101
ldpd:147573,3302100301
ldpd:147549,3432050111
ldpd:147575,3529050101
ldpd:147571,3301040202
ldpd:147557,3421065201
ldpd:147555,3404020101
ldpd:147553,3546041401
ldpd:147551,3409050301
ldpd:147569,3349020301
ldpd:147567,3518060104
ldpd:147565,3314020104
ldpd:147563,3435020501
ldpd:147559,3519010101
ldpd:147693,3339030113
ldpd:147521,3431040901
ldpd:147523,3549071201
ldpd:147525,3421066301
ldpd:147595,3712030101
ldpd:147527,3425020501
ldpd:147529,3507080302
ldpd:147593,3339010202
ldpd:147531,3318010110
ldpd:147533,3405070501
ldpd:147585,3525020102
ldpd:147537,3339020101
ldpd:147583,3305010108
ldpd:147589,3507080102
ldpd:147587,3507060101
ldpd:147687,3535040101
ldpd:147677,3351020901
ldpd:147629,3355010501
ldpd:147221,3521030102
ldpd:147279,3432021501
ldpd:147283,3548030102
ldpd:147707,3405080501
ldpd:147613,3329030103
ldpd:147715,3554051001
ldpd:147267,3421063401
ldpd:147761,3439021001
ldpd:147719,3438030901
ldpd:147759,3342040106
