"pid","id"
ldpd:287241,NYDA.1960.001.00996
ldpd:287150,NYDA.1960.001.04175
ldpd:287357,NYDA.1960.001.04610
ldpd:287424,NYDA.1960.001.00520
ldpd:287256,NYDA.1960.001.03761
ldpd:287369,NYDA.1960.001.03073
ldpd:287194,NYDA.1960.001.02794
ldpd:287121,NYDA.1987.003.00046
ldpd:287354,NYDA.1960.001.04578R
ldpd:287206,NYDA.1960.001.02241
ldpd:287279,NYDA.1960.001.03436
ldpd:287389,NYDA.1960.001.02793R
ldpd:287358,NYDA.1960.001.01273
ldpd:287258,NYDA.1960.001.01087
ldpd:287222,NYDA.1960.001.04272
ldpd:287171,NYDA.1960.001.00894
ldpd:287305,NYDA.1960.001.03474
ldpd:287200,NYDA.1960.001.02491
ldpd:287155,NYDA.1960.001.02304
ldpd:287367,NYDA.1960.001.01367
ldpd:287190,NYDA.1960.001.03238R
ldpd:287237,NYDA.1960.001.02802
ldpd:287328,NYDA.1960.001.02347
ldpd:287336,NYDA.1960.001.04528
ldpd:287229,NYDA.1960.001.00680
ldpd:287294,NYDA.1960.001.00355
ldpd:287268,NYDA.1960.001.01139
ldpd:287253,NYDA.1960.001.04215R
ldpd:287220,NYDA.1960.001.00114
ldpd:287331,NYDA.1960.001.02872
ldpd:287208,NYDA.1960.001.02900
ldpd:287414,NYDA.1960.001.03525
ldpd:287409,NYDA.1960.001.04244
ldpd:287144,NYDA.1960.001.00571
ldpd:287295,NYDA.1960.001.03105
ldpd:287160,NYDA.1960.001.00414
ldpd:287374,NYDA.1960.001.03201
ldpd:287166,NYDA.1960.001.01381
ldpd:287353,NYDA.1960.001.02020
ldpd:287139,NYDA.1960.001.04235
ldpd:287168,NYDA.1960.001.01112V
ldpd:287299,NYDA.1960.001.01851
ldpd:287192,NYDA.1960.001.01360
ldpd:287154,NYDA.1960.001.02575
ldpd:287243,NYDA.1960.001.03902
ldpd:287274,NYDA.1960.001.01324
ldpd:287204,NYDA.1960.001.03401
ldpd:287246,NYDA.1960.001.03286
ldpd:287317,NYDA.1960.001.03563
ldpd:287124,NYDA.1960.001.03206
ldpd:287148,NYDA.1960.001.00464
ldpd:287191,NYDA.1960.001.01488
ldpd:287397,NYDA.1960.001.01156
ldpd:287429,NYDA.1960.001.01791
ldpd:287396,NYDA.1960.001.01526
ldpd:287151,NYDA.1960.001.00540
ldpd:287240,NYDA.1960.001.00091
ldpd:287133,NYDA.1960.001.04208
ldpd:287174,NYDA.1960.001.01085
ldpd:287364,NYDA.1960.001.01689
ldpd:287172,NYDA.1960.001.02540
ldpd:287420,NYDA.1960.001.02777V
ldpd:287394,NYDA.1960.001.01617
ldpd:287384,NYDA.1960.001.00211
ldpd:287203,NYDA.1960.001.00148
ldpd:287285,NYDA.1960.001.00707
ldpd:287201,NYDA.1960.001.00086
ldpd:287162,NYDA.1960.001.03699
ldpd:287233,NYDA.1960.001.03640R
ldpd:287280,NYDA.1960.001.02148
ldpd:287247,NYDA.1960.001.04183
ldpd:287259,NYDA.1960.001.02461
ldpd:287182,NYDA.1960.001.00020
ldpd:287341,NYDA.1960.001.02076
ldpd:287170,NYDA.1960.001.01025
ldpd:287248,NYDA.1987.003.00001
ldpd:287365,NYDA.1987.003.00027
ldpd:287312,NYDA.1960.001.02502
ldpd:287180,NYDA.1960.001.01729
ldpd:287393,NYDA.1960.001.04592
ldpd:287327,NYDA.1960.001.02719
ldpd:287290,NYDA.1960.001.02743
ldpd:287332,NYDA.1960.001.00192
ldpd:287292,NYDA.1960.001.02744
ldpd:287342,NYDA.1960.001.01277
ldpd:287175,NYDA.1960.001.01169
ldpd:287352,NYDA.1960.001.01618
ldpd:287297,NYDA.1960.001.02973
ldpd:287390,NYDA.1960.001.02466
ldpd:287225,NYDA.1960.001.04584V
ldpd:287236,NYDA.1960.001.04614
ldpd:287404,NYDA.1960.001.03468V
ldpd:287269,NYDA.1960.001.02906
ldpd:287262,NYDA.1960.001.03765
ldpd:287286,NYDA.1960.001.03530
ldpd:287402,NYDA.1960.001.03638
ldpd:287323,NYDA.1960.001.01197
ldpd:287115,NYDA.1960.001.02748
ldpd:287395,NYDA.1960.001.00645
ldpd:287142,NYDA.1960.001.02077R
ldpd:287238,NYDA.1960.001.01470
ldpd:287403,NYDA.1960.001.00050
ldpd:287293,NYDA.1960.001.03706
ldpd:287221,NYDA.1960.001.01723
ldpd:287169,NYDA.1960.001.01563
ldpd:287270,NYDA.1960.001.04743
ldpd:287198,NYDA.1960.001.03471
